id,text,text_for_vec,text_length
eaf371afc5cdf8619fa411a2e01ca728,"lift up chair 44 29,900.-","lift up chair 44 29,900.-",25
9d11c63900a65a04581d00169ce31249,"599. 249,","599. 249,",9
a8bae96da7ca5e8e4b0ebf58b6b94670,"black swan"" คืออะไร black","black swan"" คืออะไร black",25
b35102aafaf91000bb66abedc84b4d16,"inbody inbody h3onwi 12,510.-","inbody inbody h3onwi 12,510.-",29
ebcc0214ad07bf7a38a1e6c63a59917b,งความสำเร็จธวนความรู้ ลดสูงสุด2 5,งความสำเร็จธวนความรู้ ลดสูงสุด2 5,33
c62ab2c8017e0f4eb8719440d84112c4,".ง 3,999",".ง 3,999",8
60225a2c3442a68f0bb9d551dc886537,1234 sahui,1234 sahui,10
6bb0ee957fdb5a2f384b6f5c5e729a5e,venice,venice,6
078bd8937ea34406099f43d393d523fd,1,1,1
3d26eb0f364515ae7e41ac26a6ea6de3,"สนใจ bmw x3 คลิก 33,xxx.","สนใจ bmw x3 คลิก 33,xxx.",24
4f5b2676c3ccec5f2531e50b9c76b100,แถม 1 ultherapy 2 sculptra juelook อีดหนัาla ทุทยิท้อ,แถม 1 ultherapy 2 sculptra juelook อีดหนัาla ทุทยิท้อ,53
4987a781d9e3348ba2a2957e2d859863,blossoms like never before,blossoms like never before,26
60eb3ee6ecd1db948f5f211837b2ee76,ยกทัพ46บท 35เอเจนซี สถาบันการศึกษา เข้าฟรี,ยกทัพ46บท 35เอเจนซี สถาบันการศึกษา เข้าฟรี,42
2dc506348ae568e419ee078da44d3c3d,ออกรถวันนี้รับ ดีลพิเคษ otor ออกรถเริ่มต้นเพียง ผ่อน,ออกรถวันนี้รับ ดีลพิเคษ otor ออกรถเริ่มต้นเพียง ผ่อน,52
22e148d2f16d8baef4615f397b4bc150,ล่องเรือ เจ้าพระยา 599,ล่องเรือ เจ้าพระยา 599,22
c87654991a43e9ae943d6c68c58667f4,advice ซ่อมฟรี ค่าแรง มือถือ,advice ซ่อมฟรี ค่าแรง มือถือ,28
65bb3389df35c4c5d317ea4c3d542d32,จอง โปรโมชัน เดือน,จอง โปรโมชัน เดือน,18
5999733f28f9f78f61a3fb23c0ed2aa5,ไอเทมเด็ด ช้อปง่าย ผ่อนสบาย,ไอเทมเด็ด ช้อปง่าย ผ่อนสบาย,27
4a13951faedcd6812cdb8ad06487f42e,. แจกฟรีโหลดด่วน กดกันได้เลย epic games store,. แจกฟรีโหลดด่วน กดกันได้เลย epic games store,45
5264e3c5643c6b7c79acb684bb03f834,"motor show special certified pre owned deals พิเศิษ 3,790,000","motor show special certified pre owned deals พิเศิษ 3,790,000",61
16f1f7c21ac4c1df79ec8f676776f5e3,ชัมเมอร์เซฟี ลดสูงสูด 500 - 000 -,ชัมเมอร์เซฟี ลดสูงสูด 500 - 000 -,33
a89d8f3ec13b8fb021183eed9b28c7c6,boom พุ่งทะยานสู่ความมันส์ ใจกลางกรุง boombaybay2,boom พุ่งทะยานสู่ความมันส์ ใจกลางกรุง boombaybay2,49
04771f6089ca8461006dd2bcb57fe6b0,,empty_record,0
3f6d06ad30f914551dbfed5d68c712f4,"เริ่ม1,500 inight","เริ่ม1,500 inight",17
ef6c2612a09c3443e14d62378da20433,"ใดล่อง 4กล่อง 690,- 1,790.- 8ดล่อง 3,290. 5,690. จัดส่งฟรี 061-0246539","ใดล่อง 4กล่อง 690,- 1,790.- 8ดล่อง 3,290. 5,690. จัดส่งฟรี 061-0246539",70
afac06f70a13d21432e75b219821fae3,"2แถม2 3แถม4 6แถม8 380.- 990,","2แถม2 3แถม4 6แถม8 380.- 990,",28
f4af3ee5d37819a8c8f7d74702028906,ประกันภัยเดินทาง dinsure ดูแลให้ทังครอบครัว 24 ขัวโมง,ประกันภัยเดินทาง dinsure ดูแลให้ทังครอบครัว 24 ขัวโมง,53
67966bbd8dd1280a5339297eb66ff578,อัยัสเตรเลีย 10 sat อย่าเพิ่งไปเรียน,อัยัสเตรเลีย 10 sat อย่าเพิ่งไปเรียน,36
0a87297777b8d678bd92f59223a63fbd,"9 แอปคนไช้รถ ev ""ต้องมีติดเครื่อง"" pea","9 แอปคนไช้รถ ev ""ต้องมีติดเครื่อง"" pea",38
13c58c0988e827711cb2cadef5c9bcf8,การสร้างและบริหารร้านกาแฟ ลด 60 ครังแรกบน steam,การสร้างและบริหารร้านกาแฟ ลด 60 ครังแรกบน steam,47
dc29ae1df7d41fdb28f885e27721c12a,"8,290.","8,290.",6
452308a7a5c72ea80d925836f54fa7ec,,empty_record,0
bb8d5d0979f56e72fe9d13610f1e61c1,swiss 134999,swiss 134999,12
82b6d96bddd628e5edc45bc8271c8c27,,empty_record,0
c679f77bddb05ec600720087fad3acfa,exclusie tourist privilege bolt,exclusie tourist privilege bolt,31
23c35d5883671ab9ec142df15512f088,41 b910.29 helldiers 2 เกม co op คน ตะลุยฝงแมลงเอเลียน ลดเหลือ 910.29 บาท steam,41 b910.29 helldiers 2 เกม co op คน ตะลุยฝงแมลงเอเลียน ลดเหลือ 910.29 บาท steam,79
bea7a10a19b275fa38c6f703e9d160b7,500,500,3
36a3e13fe0cdd35c404791512d891678,lazada ลดสูงสุด 50 cb โค้ดลดเพิ่มอีก 10 shopee,lazada ลดสูงสุด 50 cb โค้ดลดเพิ่มอีก 10 shopee,46
f49f735aaab42a54d1c38e75c30c861f,ยู่อนู citi,ยู่อนู citi,11
99ae1939cb9731b447583d61065a93c5,วันนี้-31 มี.ค.,วันนี้-31 มี.ค.,15
3d14d2bcab304b952a117893eeea3b7f,,empty_record,0
1f801956d43c92ae0afdf4c2e40610f1,"3ผลลัพธ์ top thcilond 300 . 15,990","3ผลลัพธ์ top thcilond 300 . 15,990",34
176b1984092bb1d62470afe08ffdc464,350 50 บาท,350 50 บาท,10
614afc3d41de87f46b6f868d6c1d7e42,หลุดวันวาชจำหน่าย ti,หลุดวันวาชจำหน่าย ti,20
782aa0b04102407f6ef62408a4aea38b,,empty_record,0
d68fd50260878f7cab2220b647cf425c,best best express 25,best best express 25,20
52ecab07caf221510bf19d4d1e7f6572,40 สายเคินทางห้ามพลาด ลดสูงสุด 40 shopee เท่านั้น,40 สายเคินทางห้ามพลาด ลดสูงสุด 40 shopee เท่านั้น,49
f481dbdde7302daeccde970c67acf944,.,.,1
35cdf4fc65d0c1cc7fc38fc179e06d03,"boombox 3 wifi 24, fon","boombox 3 wifi 24, fon",22
5de4f92e3d48b9701490f3f323c72e6c,headphones sale,headphones sale,15
3236291f28fbf4d4e794ddaa1d519fff,live streaming kittyumbs scop,live streaming kittyumbs scop,29
2d8300a9cf8ce1f4d4f8272a1318cbf1,co op คน ล่ามอนสเตอร์ธีมญี่ปูนp 857.29 wlld hearts ลดราคาเหลือ 57.29 บาท ea app,co op คน ล่ามอนสเตอร์ธีมญี่ปูนp 857.29 wlld hearts ลดราคาเหลือ 57.29 บาท ea app,79
01ac1fed9fdbbb1cd6fe15cf8752b720,"8,990.","8,990.",6
843e9fb5a94f3acd8c9676fc5decf754,"๓a per วิถีชิวิตชาวบ้าน 2,790.","๓a per วิถีชิวิตชาวบ้าน 2,790.",30
a50d3d6f35b48dbb9cc706210904ac02,backdrop room,backdrop room,13
d50fb95c03f52ad9fafd8d2dde29351a,"summer promotiom 1,000-","summer promotiom 1,000-",23
f30d4b78d41e6e4d5dc598c07f9f8c04,can,can,3
944496de27825dbfa5fe0973be0d5336,พูลวิลลาสวนตัว ยังอาบวย,พูลวิลลาสวนตัว ยังอาบวย,23
96ff4d34359163d50b8fdf3a7817efb2,"zoochiosis 'ลด 25 ครั้งแรกบน steam"" 25 รับบทคนดูแลสวนสัตว์กะดึก ดูแล ให้อาหาร และเอาตัวรอดจากสัตว์ ติดเชือกลายพันธ์ใน zoochosis","zoochiosis 'ลด 25 ครั้งแรกบน steam"" 25 รับบทคนดูแลสวนสัตว์กะดึก ดูแล ให้อาหาร และเอาตัวรอดจากสัตว์ ติดเชือกลายพันธ์ใน zoochosis",127
2805dfcb7d25517056e60e87b97ba255,สงสุด 50 sod. รวมโปรเป๋าลากลดแรง สงสุด 80 สงสุด50,สงสุด 50 sod. รวมโปรเป๋าลากลดแรง สงสุด 80 สงสุด50,49
3a5790f1af0852b837a6e9b5d328452f,,empty_record,0
c57bc707c3df0f26168265a029bf41fe,tourister saleup10 50,tourister saleup10 50,21
90d0feb3c3b3ea70be4f411be9ade1cd,,empty_record,0
84efac16b70ce2328a37db701dc3d748,เปิดขายแล้ว 1.200.,เปิดขายแล้ว 1.200.,18
4bd223ce62ed2f5d1b16d86afeb7ffbc,"โปรตั๋วเครองบินไปจีน กรุงเทพา 82,770 กรุงเทพา 82,329 tip com","โปรตั๋วเครองบินไปจีน กรุงเทพา 82,770 กรุงเทพา 82,329 tip com",60
0711f56bfe9e5f9813f02ee4dee2e256,trip.com 7.7mega sale lowest flight deals s,trip.com 7.7mega sale lowest flight deals s,43
cef90b280acd839d3e7b3abbfdbab52d,"แว่นกรองแสง 1,351 1,470 2,541","แว่นกรองแสง 1,351 1,470 2,541",29
f11216cac5c1d6018e843768e4a5cc2e,"line oa mitrbkk 2,990.","line oa mitrbkk 2,990.",22
f67f15fabb03da99221105887d503c78,kii 27 mr 9apr 2025,kii 27 mr 9apr 2025,19
8e4014aaa6b88fb5770b4b06901346c3,"ตัวท็อปพร้อมชุดนาเต็มตู้เลย rix 5090 ตัวท็อป asus นอก นอนตู้ ราคาป้าย 126,400 บาท","ตัวท็อปพร้อมชุดนาเต็มตู้เลย rix 5090 ตัวท็อป asus นอก นอนตู้ ราคาป้าย 126,400 บาท",81
a10380a534a03a263b5c84198178567a,asus เปิดตัวบอร์ดใหม่ amd b850 ช่อนหัวต่อไว้ด้านหลัง,asus เปิดตัวบอร์ดใหม่ amd b850 ช่อนหัวต่อไว้ด้านหลัง,52
43266918521c596c507e64e8daf7561d,pre order,pre order,9
dedfbc40d35d0c95a9743a933f9911cb,biore biore biore 285.,biore biore biore 285.,22
2e0c2dcc1f7dbc01043fbbefb0381181,fwee ลดเกือบครึง จากปกติ 394. 673,fwee ลดเกือบครึง จากปกติ 394. 673,33
5f9e91fa263e5f195076692fe8b5ec85,บรีสทอกเซล x6 ปรีส 779. งาก1110ว 1350,บรีสทอกเซล x6 ปรีส 779. งาก1110ว 1350,37
37117f3b124ffc7faf7d79503225037d,pnotno,pnotno,6
017186a23e0efe17893ef9b8c225b9cb,hs80 rgb usa wiaed ตืมด่ากับเสียงสมอริง คมชัดทุกมิติ,hs80 rgb usa wiaed ตืมด่ากับเสียงสมอริง คมชัดทุกมิติ,52
d1c229bee5d7b34aefd1e975525fc859,แก้ว starbucks ลดสูงสุด 70 เริ่มต้น,แก้ว starbucks ลดสูงสุด 70 เริ่มต้น,35
f6ad7157731d3edd2d014e2d8ca8e4c5,ผ้าใบขาวดำเท่ 597.-,ผ้าใบขาวดำเท่ 597.-,19
bc5710edaa6dc631d94bd26725516a19,"nikon coolpix p110o 80,900-","nikon coolpix p110o 80,900-",27
f39762f1a790dc1f8d527279f82a7178,คอลใหม่ minecraft เริม390.- ดู้มมมมม,คอลใหม่ minecraft เริม390.- ดู้มมมมม,36
50c9e2847a183a8815e01e0e2c97ed11,v 35,v 35,4
0d3f17e32dd8a01b83a8bbd09ac3632e,,empty_record,0
3da0c85feb2e0b19699b316c88f59933,acer intel. aspire vero,acer intel. aspire vero,23
3902b04d16aa757ad03c7b8e3dafd21a,assassins creed,assassins creed,15
18df1f32817938f41d816a58e680a51e,loos,loos,4
1eae3dc1a76aae4385a253f61eb1087e,amda,amda,4
21070ddc3a412ca6c7068a49ca1ec7f3,ลิกดีไซน์ iphone 17 pro หลังเครือง อะลูมิเนิยม กระจก,ลิกดีไซน์ iphone 17 pro หลังเครือง อะลูมิเนิยม กระจก,52
f300cbb1c36d4981e2676c63af5c7b1a,เซลใหญ่วันเกิดลาซาด้า,เซลใหญ่วันเกิดลาซาด้า,21
f5b7147af02a2417cf9fca7c62565a6f,,empty_record,0
1ab4860e0ef8160449fe245412f15f4f,เร็วแรง ประหยัดพื้นที่ asuss5 mini tower,เร็วแรง ประหยัดพื้นที่ asuss5 mini tower,40
fa3c0369ba3577ebe9b460e30bab49bf,iike buv,iike buv,8
1776a44d59f28f756f3a360a6c58b007,ไมค์ razer seiren mini 990-,ไมค์ razer seiren mini 990-,27
ee66cc6a81f57ea0b97e055c6540a12a,shoes,shoes,5
2950373add77ba829d9d2792617da9b4,,empty_record,0
f22ad1d29b82d81bd422fdb132c56c5c,490 ไอเทมดับร้อน,490 ไอเทมดับร้อน,16
a471d8923f1f6f73acd0c8c00cd9e920,race day,race day,8
4671c7271777da2312077ed90b8dc4df,tops whatkind suitsyou,tops whatkind suitsyou,22
c6931efe80d41dfc70f16c6e4e7f2336,,empty_record,0
33d040716153c0e0b9f49c851e612791,core i9 gth gen 5.0 ghz cores 16 threads,core i9 gth gen 5.0 ghz cores 16 threads,40
137b12094735f82d8c26e8a7b6da15b4,"โปร ssd จัดมาลดอีกรอบ wd black sn770 5oogb เหลือ 1,291.- itb เหลือ ,604.-","โปร ssd จัดมาลดอีกรอบ wd black sn770 5oogb เหลือ 1,291.- itb เหลือ ,604.-",73
c6a686f18e116c7f6c1f4db5ce02258f,bethe,bethe,5
fe63ef665c19eb420c4e414738b12dfc,add music to your swim . .,add music to your swim . .,26
a8b00ec4f5e9c5fd2db6f424a143b4fa,reco pr0 raso,reco pr0 raso,13
18d348015c5156fb5e9ca4a63ce423c6,nonce คีลแฟชันลคปิงฉลองวันเกิด ลดสูงสุด 50,nonce คีลแฟชันลคปิงฉลองวันเกิด ลดสูงสุด 50,42
e32d71201a737beabb88523dfd801c06,"vaccum, wipe dryinone","vaccum, wipe dryinone",21
5eee92e77a9245b1465e8c976f14484a,hatariยu 18 พัดลมสไลด์ s18m1 laemthong group,hatariยu 18 พัดลมสไลด์ s18m1 laemthong group,44
9846e40f548f300967c17756ac66782e,"primer0 42 69,900.-","primer0 42 69,900.-",19
5f75499384ef2bb54d531d17f4c5d5f5,29 march คู่กันแล้วดี ดีลพิเษที่ต้องมี ซื้อ แถม2,29 march คู่กันแล้วดี ดีลพิเษที่ต้องมี ซื้อ แถม2,48
f304b9bce644a163093bb2857361949e,,empty_record,0
655ef923d400ea95d723cd86f6a278c2,camera control cover,camera control cover,20
8ce628d322e0bbbe61be3d71c941333d,,empty_record,0
c05ea21cb87c5336f872a69e75663c4c,new year ปีใหม่ หุ่นใหม่ inbody,new year ปีใหม่ หุ่นใหม่ inbody,31
e789c57ea1e8baf7d39da821568cc987,advice ซ้อป notebook deskiop a 1500,advice ซ้อป notebook deskiop a 1500,35
ac2f7330263cd07cb6f5bf99760dd26e,card holder,card holder,11
22bc37023a493d706204bc974b8eaf33,et,et,2
a78025f4f05f3f68eeb7eb295cbec455,"blaze 1,890.-","blaze 1,890.-",13
8dcc1f73128a4d4beb58231c4c55be63,ใช้ฟอยต์,ใช้ฟอยต์,8
9ef13aa553e04cd8fea1af055877203e,"ราคา 12,990.-","ราคา 12,990.-",13
86a4bed495292f4271450f4458f7bd6a,เกมประจำเดือน เมษายน,เกมประจำเดือน เมษายน,20
5afca3759c2b9aa00d4cad63fa67c9fb,mediheal 599,mediheal 599,12
fd5d58ab853ef6fe65e1e93f1d7112fa,"slumbenland vitalize 39.920.- 36,720.- 30,400.","slumbenland vitalize 39.920.- 36,720.- 30,400.",46
f065a8bbae94b6e848454ba71b3d8dd7,ลดถึง 60,ลดถึง 60,8
675e00161dc44f2133640e57aa0593f9,justlike you.,justlike you.,13
7866269f7216b4b3e6e13cc5955159b2,mixer grinder hp motor mixer grinder,mixer grinder hp motor mixer grinder,36
9e71ae7438eb7f3984905cc6b08e4bf6,fr รับฟรี,fr รับฟรี,9
9d5bc931f5af6be0a457de5ab02b1fc9,"เชลไหญ่ คูปองสวนลุด ลด 15 2,000. xioomi smart","เชลไหญ่ คูปองสวนลุด ลด 15 2,000. xioomi smart",45
4718fff03b152eebfeafddc3d51633e3,instax mini link 3 700.,instax mini link 3 700.,23
fd557dfffe1e10f73db642ee3139c12d,1o8op full hd,1o8op full hd,13
76220d91efbb0f1e42d6b1b41140fb71,คัม ครบเจบ,คัม ครบเจบ,10
16b6a5284e0d52f24632f77b6c343a17,,empty_record,0
345f74acf5a79b2993eceb638e3051f4,ใหม่ jumbo จุใจกว่าเดิม 13oก. อิ่มคุ้ม,ใหม่ jumbo จุใจกว่าเดิม 13oก. อิ่มคุ้ม,38
aeb1bfba4beb3e0674f4ea60306af40d,epson,epson,5
80149dccd0f7ae5eb4151e317e92a3c8,,empty_record,0
710c28ba30a83e2513ae054cd60a5ea9,ลดทันที 50,ลดทันที 50,10
ea27a97cb54088a8a06104164ab24757,"สมาร์ทวอทช์ 2,792 3,192 4,792","สมาร์ทวอทช์ 2,792 3,192 4,792",29
a275806b67f1ab94ffb8a2f7dc5ef003,sun all dav 100,sun all dav 100,15
9ef265b0826e7039535a4ea7cc19187a,"49,215","49,215",6
d13ac72578461679ccf07659a4e81fd4,road to cheer up พลิกฝาเพียวริค ที่ร่วมรายการ 8u8,road to cheer up พลิกฝาเพียวริค ที่ร่วมรายการ 8u8,49
5906dadfc4d30dc582e5413387abcdba,80-,80-,3
171a6e79a14a61804b2854ab06939572,เลือกทีไช่..ใช้ที่ชอบ ใช่ทุกไลฟสไตล์ . 15 สมครเลย,เลือกทีไช่..ใช้ที่ชอบ ใช่ทุกไลฟสไตล์ . 15 สมครเลย,49
b63352aff4ededd8d2fdf05a05cb6265,ร้อนนี้ลิดไฟลุก 2003 ใส่โค้ด payday,ร้อนนี้ลิดไฟลุก 2003 ใส่โค้ด payday,35
1a093702bbe1bf512c7d6f180ad67244,"hot ขนส่งทางเรือ เกาหลี ไทย sale sea ขนส่งทางเรือ 6,900 w","hot ขนส่งทางเรือ เกาหลี ไทย sale sea ขนส่งทางเรือ 6,900 w",57
60355bc16c6bc75a56d2492ffe75e1d9,. เป็นครั่งแรกที่รอมาเนิ่นนาน ทีคิอสิงทีเราต่องการ บนหน่าเว็บ playstation โผล่เกม black hyth wukong อาจมีภาษาไทย,. เป็นครั่งแรกที่รอมาเนิ่นนาน ทีคิอสิงทีเราต่องการ บนหน่าเว็บ playstation โผล่เกม black hyth wukong อาจมีภาษาไทย,112
63a34e7723e254b7c89b2bd9c26da459,พร้อม เคินทาง ro6 accessories set,พร้อม เคินทาง ro6 accessories set,33
3564f95758271d9986e20c36f40bfa48,มาแล้ว ชุดข้อสอบ เข้ามหา'ลัย tcas69 tcat tpat alevel เริม 49.- มีเฉลยละเอียด,มาแล้ว ชุดข้อสอบ เข้ามหา'ลัย tcas69 tcat tpat alevel เริม 49.- มีเฉลยละเอียด,76
186e9aa513fe37c4f95a4ffd79efb8ca,,empty_record,0
35ff4b0462bbddcfca22a810ec74d213,lite it atv วางดาวน์ บาท ผ่อนนาน 24 เดือน,lite it atv วางดาวน์ บาท ผ่อนนาน 24 เดือน,41
4e75df71690e0462dd9532503ebfc0d1,eltles 8621.59 icities skylines ลดราคาเหลือ 621.59 บาท steam,eltles 8621.59 icities skylines ลดราคาเหลือ 621.59 บาท steam,60
126f40ef0ca435ce0e514758d12bb851,ช้อปกัน,ช้อปกัน,7
182badbdf1b08e9fac8996532298df9a,,empty_record,0
0e1bc7e606524273775eee362a8a1d9e,wass แบบ set 28 31,wass แบบ set 28 31,18
1f9325fb3f03c6b26d0ab385c91ee9b6,"โหด เหมือนโกรธเมีย 15,990","โหด เหมือนโกรธเมีย 15,990",25
40378ffb2172a9d71bb2c0e8f2699bb8,enerig capsule energ ของละ 20,enerig capsule energ ของละ 20,29
eeb4faefcb9a40b801da5f36f3662ba7,เมษายน 2568 ทวยรัฐบาลประจำวันที่ รับรางวัล,เมษายน 2568 ทวยรัฐบาลประจำวันที่ รับรางวัล,42
008c8378841ddeb4a6c62fa2c73dcae5,สินเชื่อส่วนบุคคล เงินก้อมพร้อมเข้ อนมัติเร็ว 098-9949458,สินเชื่อส่วนบุคคล เงินก้อมพร้อมเข้ อนมัติเร็ว 098-9949458,57
f46265cbf6f29297430e6ac13b2d708b,หายใจโล่ง บอกลา,หายใจโล่ง บอกลา,15
545d092ceaedf9e6b4144ad3fa3772c9,50 2762 4000 healthy dally,50 2762 4000 healthy dally,26
030f743237279538b8c34cd3574845cc,ะลด10 ร้อนนี้ทูกปาร์ตี้,ะลด10 ร้อนนี้ทูกปาร์ตี้,23
1f6908db40e4e9ec6791e8f4f4795723,,empty_record,0
6a13d7fa1bd2dbc44d70cdcc668f7abc,แจกสนั่นส่งท้ายเดือน ลุ้นรับบัตรเติมนามันฟรี,แจกสนั่นส่งท้ายเดือน ลุ้นรับบัตรเติมนามันฟรี,44
4bd3e9a7438a0df485d19f4d7dd5c291,"ทลาย จืวด 888"" เว็บพนันเงินหมนเวียนพันล้าน เดือน","ทลาย จืวด 888"" เว็บพนันเงินหมนเวียนพันล้าน เดือน",48
b879fbce13dee5161449374165f5cecb,jowto อุ้นเปืน atawan xkengharit,jowto อุ้นเปืน atawan xkengharit,32
7f8adac5819744a31ffe10e233b57bc0,สาทร,สาทร,4
625e93a3d350c7606f61b639c27a9ea0,slip2 cว ต้องมี ฟรี,slip2 cว ต้องมี ฟรี,19
0f6a09167f47fe035fa7b8456b37854a,,empty_record,0
e4b877dc0ed7d718782bf1d1c596b951,su ไร บ้าง gif ของราวัล,su ไร บ้าง gif ของราวัล,23
823da40649fa2bf6c8cb3f3f696985dc,,empty_record,0
ad977d25a5955aa449e085c008a991b2,มีนาคม 2025 2990.- มีโปรเด็ด,มีนาคม 2025 2990.- มีโปรเด็ด,28
77fef48b6db9b246c5a2e82a28a0c0af,ke รับดอกเบี้ยสูงสุด dจ0 โขบัสออกแล้อ grow,ke รับดอกเบี้ยสูงสุด dจ0 โขบัสออกแล้อ grow,42
0249843649e3b0efaf4eae0de1aa5f28,ลด 55 1 10,ลด 55 1 10,10
e1e2956429e0821cdfba675aee5a1c01,"oppo opp0 a5 นักศึกษาผ่อนง่าย ไม่ง้อบัตรเครดิต free 4,458. . pro","oppo opp0 a5 นักศึกษาผ่อนง่าย ไม่ง้อบัตรเครดิต free 4,458. . pro",64
8a7eae66e07739c882ef6444e07adb6e,โพรเทคสไทยเทอราพี รับทันท์เหรียญall member 10 protex pmotex protex pmtex,โพรเทคสไทยเทอราพี รับทันท์เหรียญall member 10 protex pmotex protex pmtex,72
4aaaf79720c10687ea1bbcc33409060a,"ฟืนสวยด้วย 2,500.- 18,500.- 35,000.- วองกิวพิบ","ฟืนสวยด้วย 2,500.- 18,500.- 35,000.- วองกิวพิบ",46
e042f4580ff3b83be095de5ecba39f10,motor ลดพิเศษ ราคา พิเศษทุกรุน,motor ลดพิเศษ ราคา พิเศษทุกรุน,30
89a9591a57f6825718f6f8426202610f,"ต้อนรับทรุษฮัน 2568 ลุ้นรับ 6,000,000.-","ต้อนรับทรุษฮัน 2568 ลุ้นรับ 6,000,000.-",39
56d1681c3c502f305df849f6a715233c,เติมคำให้ครบ 500๖ แค_ งล,เติมคำให้ครบ 500๖ แค_ งล,24
0abbe2b61b98a7fa66ffde35d4de9d65,เ90 .,เ90 .,5
1d1f1af5c8906323b93e4f22ecde5e4b,,empty_record,0
50881ea54a5621d0bec2259624d8eb5b,แค่ 838 บาท สอบถามทักแชท,แค่ 838 บาท สอบถามทักแชท,24
8b01a7a69664ca3062a6a8af74f01c5b,multiverse,multiverse,10
