id,text,text_for_vec,text_length
7e28997ebf120f09f5d52c9e711ebddf,bio ขายดี อันดับ,bio ขายดี อันดับ,16
10c4a3456bcee6103b530258e64505d3,พัดลมขนาดพกพา iiybc,พัดลมขนาดพกพา iiybc,19
1428f296ea990145b858a05842c9db03,they deserve blowout. 20 off,they deserve blowout. 20 off,28
4b7e7f8d8f375246458dde3043eca36f,,empty_record,0
fe842360a889b9338cacaa0f14de52db,,empty_record,0
4e1a4594aaf9babc2d34bce85d0f1a2c,"studio on top 600.- ไข้แคบัตรประชายน 30,300,","studio on top 600.- ไข้แคบัตรประชายน 30,300,",44
eb93a1ad92f7376bfa75416f4dec662e,ผ่อน,ผ่อน,4
d9b795c1b913ba53e98cc7e70116508a,"als 56 20,200. เคร่องเปล่า 26,900, .","als 56 20,200. เคร่องเปล่า 26,900, .",36
77211275e4f18d8343adfa466c34d5b6,ระคับ ipx7 กันนำ mother 08,ระคับ ipx7 กันนำ mother 08,26
9170458ce0b208073cfcf436e5f020ec,biowitt whev ช็อกโกแลต ิเศษ ฮ้อน 23วัน เข้มข้น 150 ทานได้ kcal,biowitt whev ช็อกโกแลต ิเศษ ฮ้อน 23วัน เข้มข้น 150 ทานได้ kcal,62
e9739f6b4e6699dd141820adca306da1,of work wto,of work wto,11
2d7be32d9c859c60c856ed76ad3c4860,ปลดล็อกตาเทพ ..,ปลดล็อกตาเทพ ..,15
ebb2c12698082af126fe23e5be16337b,"amda acer aspire 13,990.","amda acer aspire 13,990.",24
b6f8c6ba38eee1df506df038aab2f91a,"iphone 16 ลดหลายพัน 26,790 33,790,- 41,790.","iphone 16 ลดหลายพัน 26,790 33,790,- 41,790.",43
ba14be8a39bccc02ac847b1bc499ad9a,ราคาพเศษ 900. 4 sale povday,ราคาพเศษ 900. 4 sale povday,27
606b8687cc034d3521d181e37be67a67,taodanc music shor,taodanc music shor,18
8b07e953b6947ecdb83fecb9177a9ec9,"studio riphone13 ลด on top ooo.- 14,900.","studio riphone13 ลด on top ooo.- 14,900.",40
0e08ceaa3c484698d8e300784a734d3e,"amda asusviobook15 17,990.","amda asusviobook15 17,990.",26
f92f744e0110134baba9eb0d441db795,เหนือขั้นกับ,เหนือขั้นกับ,12
f5710d218308c93c91c1238be3426e59,"ฉลองวันเกิคลาชาค้า 41,790.- 20,590. 2 331.-","ฉลองวันเกิคลาชาค้า 41,790.- 20,590. 2 331.-",43
81d0e1fd16c6943b125538fd33efeca4,แถมฟรี ขนาดพกพา ขวด,แถมฟรี ขนาดพกพา ขวด,19
6787704764cea39e9122bfafd5d4be24,มุ้งประตูกันยุงและแมลง ติดตั้งง่าย เหมาะกับทุกขอบประตู มีหลากหลายสีให้เลือก,มุ้งประตูกันยุงและแมลง ติดตั้งง่าย เหมาะกับทุกขอบประตู มีหลากหลายสีให้เลือก,75
d11a4b535471acbd8e6e7210c60a7640,"iphone15 dynamic ojummov 20,800. 2,080","iphone15 dynamic ojummov 20,800. 2,080",38
13baf3addffe6faabaa3d0022465069e,gt-1 กทบ. บีส่งดวน,gt-1 กทบ. บีส่งดวน,18
681b43564d4a7b5fd6b6ddfaa1fc0c91,"มีนากลัว igalaxy ยัง galaxy s25 ultra 46,900. 52,900.- 62,900.-","มีนากลัว igalaxy ยัง galaxy s25 ultra 46,900. 52,900.- 62,900.-",63
0530bd5225893e18d5d87ef2f0283bc6,"iphone 16 3,000.- 26,900.-","iphone 16 3,000.- 26,900.-",26
72a71b6bbf3674d0dc19d152e58abbc6,091 - อ,091 - อ,7
618cc1ca87c5a469a42b140fc14187ef,"iphone16pro oummov 33,790 37,790 3,379","iphone16pro oummov 33,790 37,790 3,379",38
52440d9cea1e1f490b295b5ecfba49e9,,empty_record,0
2dfc4d978aef4e4888ddf6a96bb86cb5,bans ld สลับไานเสียง ระคับ ไม่มีของแถมฺมีแค่กีค้าร์,bans ld สลับไานเสียง ระคับ ไม่มีของแถมฺมีแค่กีค้าร์,51
0163ee5b87c1763f1701f58bbe9b4460,"ลดสงสุด 8,000 เครื่องเปล่าเร่มต้น 28,900.","ลดสงสุด 8,000 เครื่องเปล่าเร่มต้น 28,900.",41
83fbc69e93ce647fea7632fb8723b335,everyday sport short ภางเทงกีฬาขาสัน 199.-,everyday sport short ภางเทงกีฬาขาสัน 199.-,42
094df820933d833a2729c0403b7df2f2,ยาทัมใจ ปวดาัวใจ เข็นไข้,ยาทัมใจ ปวดาัวใจ เข็นไข้,24
33af0b1bfdf578a9742a6fe89bdc9fff,o ผานแอบ,o ผานแอบ,8
4e5d28c20ce58965d58a6e11a9078f05,ทีสุดกันแดด ต้อง ka aka . เอาอยู่,ทีสุดกันแดด ต้อง ka aka . เอาอยู่,33
8a09ac561a1c9302a7f6be3f925af5b4,,empty_record,0
e95e3e092ce061b2f52101f41df08a1c,iphone 16 series,iphone 16 series,16
5728f6151f9ce67db0f1655612de8d65,"iphone 16 pro 7,000.- 41,900.- max","iphone 16 pro 7,000.- 41,900.- max",34
fecca717958f28a39c3bd4f7bcabd2b7,"35,900.","35,900.",7
34cf13756ee01e578fc37b0ec7d8ce60,". payday 35,990.",". payday 35,990.",16
99a64cc6dd19382956258d3e308ab2cc,shiyoda แบ่งขายเป็นเมตร ...,shiyoda แบ่งขายเป็นเมตร ...,27
63232b6f57342117169487649ba7076d,jomepro ลด fuash sale,jomepro ลด fuash sale,21
7e1c0ed30f4b52092333c6f3e9b0650b,galaxya56 samsung finonce,galaxya56 samsung finonce,25
981c8404259c13be76805efdcff787ed,"ais 35,000. เกรืองเปล่า 41,700.","ais 35,000. เกรืองเปล่า 41,700.",31
5103c30dcb25d6665d25954db434baee,,empty_record,0
718b6490d462dc5a407c2b32a3fa2d20,,empty_record,0
c78921e0469e4473e25eb9a236142484,souar carbon,souar carbon,12
be0d8911ec708162de82e0e45fffeaf3,off .,off .,5
2b6b179f28000fa1be91117360bac917,shell motor oils sale,shell motor oils sale,21
607044eca2d832bbef0e828b4aedf51c,.,.,1
1bfb87be567207d6dc5c9fd649915ecc,watch 399,watch 399,9
1eb755837e2e19b862f79bf7ae79497d,pr0,pr0,3
28f71f2045aa9187b94f602d32d572b7,iconic whites freshans,iconic whites freshans,22
f912365cd01cbc1a49dcee34f52d860b,12 months,12 months,9
c34706e0b5ec7dc028e2384664d42598,,empty_record,0
7a0ed5f3e2ff4ab334020d55fc8e62cc,premium 16 pack,premium 16 pack,15
760215c8d0444e762ca751cf26e4b719,dyson supersonic smoother air means smoother hail,dyson supersonic smoother air means smoother hail,49
0a9b32d2726d869197575df29fe41d41,,empty_record,0
56e932e425dda0bafcb6090442bb06ea,20 0 27,20 0 27,7
8452f3598d352d4cf01a9bf7e3038fec,400,400,3
3c956423a829b1b4cc709de09c5eca2c,sale 9 60 off,sale 9 60 off,13
4b43d064843579c9a832c7105dc63bcc,aif off,aif off,7
0d3a4fa3c8d639f289fc3a6a7802f93f,,empty_record,0
b877f9ca6ce189dd1ca8be2cebd831e4,walmart 149 thursda 2888 125,walmart 149 thursda 2888 125,28
d988602aabe178d7e1c9b3af42ee89ad,drop the,drop the,8
08ffe7fab217dd1be986aa1dfb4b85e0,reinvent future,reinvent future,15
487f2e952eeaed449fb5ad87db9dc3a2,sale,sale,4
ffd4102a17ec4f1a87fccca11aa93959,up to 50 off shop now flash deals,up to 50 off shop now flash deals,33
75b1afab4c43529f3331961872b2f2bc,,empty_record,0
b4ab58ad529f93f6d92d2303a929db4f,macntosh out,macntosh out,12
c358a0bd356244ff8cc08f3f05ca1b3c,iif,iif,3
41421a3c44148385ee73c1ce76877874,,empty_record,0
39f561478cca54d59c07fc0c0144d9eb,perfume,perfume,7
e44a90e3d911ea2f885406bec4b3ffda,yak club เก cashback on more,yak club เก cashback on more,28
235c9e2a626c18d7dc69022fcb63f910,100,100,3
7af6feb8a0049d223cf9377b24b82649,,empty_record,0
3ef77a8c842f4fa0d42d051008c40789,,empty_record,0
a0fc994ef702a3dac8480b211d60bcb5,,empty_record,0
d0dfe3a31775856996f68952ed46beb8,,empty_record,0
c8c2932eba5d7a608cf34972a1bb18f8,effectively protect your family from mosquito bites,effectively protect your family from mosquito bites,51
85c563b10b4e9165aab4a79c6dcabedd,,empty_record,0
8bb0ce51f2cd723116aedbf2a29bb3cb,total body pits freshness chest toes down below od,total body pits freshness chest toes down below od,50
8e0b27c0ba7dc9130e0f2d61179e682c,,empty_record,0
12c0534829b29bcaa76ff4b5e1647a08,logiich g29,logiich g29,11
d004faa7bb252922791ddad33d43ddc4,,empty_record,0
bb1c11218f28a3fb654ee8534745d7db,3- n-1 caa phome holder,3- n-1 caa phome holder,23
c943d2259eed60d74f442255615c8f4a,the the merrier yeti,the the merrier yeti,20
364b6aac2fcc94d778d3b1d0f372c4f7,prdflex 2x 85lb 38.6k6 srhde,prdflex 2x 85lb 38.6k6 srhde,28
5afce9a2bf31d5e1e27df0d1b57492ce,"25,000 scratch tests no marks","25,000 scratch tests no marks",29
1dcb745f3749a25826bb805b061f817f,heights rit with the the skin your seams do lscend ultimate method outseam adopting touch not,heights rit with the the skin your seams do lscend ultimate method outseam adopting touch not,93
e7d4bcb39e3d6328f547eb629ee43f4c,"siiersstrong,","siiersstrong,",13
8f92d2e4d441ab579884a3a4b85c24f4,,empty_record,0
f4e28140068f641ea6358192bf95ddea,flextail mosouito repeller tiiv repel,flextail mosouito repeller tiiv repel,37
6b78565b075af7f4a65d03760186a13d,aylormade,aylormade,9
e71c984cd59188d0272b33f77ebb8541,exp32 bla,exp32 bla,9
be441e53bf48e3dc0dab6d302bcc50d2,cumfrt reuefneu ..,cumfrt reuefneu ..,18
19f62dabe383b80a89f3dea71f6597ca,thick foam trucks rvs,thick foam trucks rvs,21
009697c01a6144308615f7a79b8fb420,power all your high energy devices 30,power all your high energy devices 30,37
8901e85d6824805288f88c339c0ca584,301b,301b,4
aff6f406280a1bf678fd0fb9fc79f1a1,nose and ear hair trimmer best gifts,nose and ear hair trimmer best gifts,36
70d678cf805397e1f0a0dc1452d6732a,,empty_record,0
0a5313aa7460f246d5b812c48cb8d6fc,"18"" 21"" 52"" 27.08","18"" 21"" 52"" 27.08",17
d9b625846e32e3eb6f3ca6e19183fdbf,smart soft white lightbulbs amaton basics,smart soft white lightbulbs amaton basics,41
cf5ffec43d8dd8d04ea7467b5a196346,usa,usa,3
7df89ea63f6e17570a35820e217ea099,coming march 2tth .,coming march 2tth .,19
25d5e6afede2b0ab520ca4bc775f0fd9,stan 4.1 lie delivery time bet 5 bonus auec for order every,stan 4.1 lie delivery time bet 5 bonus auec for order every,59
7d88ca4972b64d99e34a2c0f538f316c,,empty_record,0
3cf53957816a6a43a3917d2a5218b415,,empty_record,0
7ed34c3371d752e549e1a4e59dce7ad3,,empty_record,0
e6fa81c1f798cd343aa6bd6ccb1a77c4,usstock 1 100 pack,usstock 1 100 pack,18
13ecef554999ccdaa241420c5f39f817,instant delivery xbox gamepass gold 1month ultimate existing users,instant delivery xbox gamepass gold 1month ultimate existing users,66
b3f0c17601aea5070a9fb1af88ef2b48,,empty_record,0
8edb2a0f7c5eb8b03f928b6c3a2d630c,now ส,now ส,5
2cdaa2234378edcf26799bea90b5568c,,empty_record,0
b46b2dd0fd66fed6ed03055283afab14,,empty_record,0
cd795be628a8e3a781f28386b9670853,5 pairs fast shipping,5 pairs fast shipping,21
58bb5d8b616eae24ab3b1902595e678e,,empty_record,0
50ac2b5ec6b8e83469005cc72fce59c5,2pcs,2pcs,4
a53ce6acd5542be60f0858a279f86980,ง10 upto,ง10 upto,8
1a21f6ee467df51845638fb7c0909063,,empty_record,0
a02a323718160820f41ea43ad612aef0,usa,usa,3
1df9d99e735f254826521f2a1e503619,,empty_record,0
deb81e42305947e1e01fe540c9dbae9b,,empty_record,0
86a6613b0e614969720ca86865d59ebb,,empty_record,0
bf4d61c08a5cd179deda308bf0b34f54,,empty_record,0
8f26a9a62549a91ad87ccf8699ec9869,,empty_record,0
c81ca701b9491d167e68723344a30c5f,8ok,8ok,3
6ca4b06ba0bd4c4a4a2c42f5c9aa9fc1,,empty_record,0
68fd1c55f329242a3fc362ca02ecbf94,การันตีของเด็ด จากชุมชน,การันตีของเด็ด จากชุมชน,23
fe99730e76f3f76fa7dc6b39c41c07c8,450g soog a.5kg whe free deliery 3og,450g soog a.5kg whe free deliery 3og,36
4b8cb6dc20087bbfba2f35f31d94f774,sio.00,sio.00,6
e049584cceb4b9e04149b0089f21efed,sopcs,sopcs,5
fe8be4c9767d92e8008539f05d7a9ddd,partners,partners,8
42e1350bc6d356e25aba2185bacf8690,,empty_record,0
90f39ed7616f4c0d2eedc2b2ec4f788d,5,5,1
3df95234c78f8bb9f673c7c909c4ff0e,fedex,fedex,5
98d17cbe3557ec167fd40184806187ca,sale,sale,4
9658c75fae2a614dd0bb7abc77060cfb,disney on ice,disney on ice,13
2d91c2b55de7f742169c72b33e4ba2d3,like,like,4
793d37d3e180a4cd73613414d6f362b2,มีให้เลือกหลากหลายลาย คาแรกเตอร์ที่คุณรัก,มีให้เลือกหลากหลายลาย คาแรกเตอร์ที่คุณรัก,41
5b1e910d3857c3b08155bfaf27944b0b,รับลิมิเต็ดไอเทม,รับลิมิเต็ดไอเทม,16
67718830c1623f31b64afa323f11bae4,ราคาพิเศษ rocks 999 bodvslam bicass ร็อคจัดเต็ม,ราคาพิเศษ rocks 999 bodvslam bicass ร็อคจัดเต็ม,47
c366687bd7c2c29b22bfd8bfb7906422,มาพร้อมe slipโอนเงิน ลายพิเศษ,มาพร้อมe slipโอนเงิน ลายพิเศษ,29
04f38e24cfae41029b7aed250ecd03d9,บัตรสวยทุกมุม,บัตรสวยทุกมุม,13
a8a98d6bdde180affc25b391c0bd4c9e,"ครบรอม futureskill package 4,400.- 5,400.- 7,400.- 490 คอร์สเรียน .","ครบรอม futureskill package 4,400.- 5,400.- 7,400.- 490 คอร์สเรียน .",67
9cca0fb7dd9e1de482048a8008a63d72,องค์กรไหน ไม่รู้เรื่อง martech เตรียมตัวรั้งท้ายขบวน fartech exp,องค์กรไหน ไม่รู้เรื่อง martech เตรียมตัวรั้งท้ายขบวน fartech exp,64
a3485ed036fdd6c8d71875833958e178,กรงเทพธุรกิจ ทักษะคน ต้องเก่งกว่า ai เปิด,กรงเทพธุรกิจ ทักษะคน ต้องเก่งกว่า ai เปิด,41
594a64037e63d9299560ea612b968c4b,เวลา 7 00,เวลา 7 00,9
595d74ae87522edb56d9528c74b4d849,บัตรเดบิต ทีทีบี ออลล์ฟรี ดิสนีย์ ไมชาย์จ 2,บัตรเดบิต ทีทีบี ออลล์ฟรี ดิสนีย์ ไมชาย์จ 2,43
d61aa29cb28db4b037379a46fdd2b78e,สมัครเลย ส่วนลด 10000,สมัครเลย ส่วนลด 10000,21
0016a8e1df1f3e860d6730ea3a8d8abc,"best data tools dato management data analsis คอร์ส data analytics tools เรียนครบทุกทักษะในราคาพิเศษ3,390 บาท","best data tools dato management data analsis คอร์ส data analytics tools เรียนครบทุกทักษะในราคาพิเศษ3,390 บาท",108
0d06c39f5d77efe5b2a7abc51561a512,"ลดจาก 2,590 เหลือ 299 ถึง 15 มี.ค besi คอร์สเขียน โปรแกรม พืนฐาน python 3.3","ลดจาก 2,590 เหลือ 299 ถึง 15 มี.ค besi คอร์สเขียน โปรแกรม พืนฐาน python 3.3",75
6933c67150db3c1dc69d2dfff863fe19,di remotely ona schedule you choose.,di remotely ona schedule you choose.,36
c268db118a27f59ff525cbac35d9d927,อรอย เกินซ่อน,อรอย เกินซ่อน,13
1b03208b93ca35ef8b68a5c8b9de7811,,empty_record,0
09a68c4440995aeeb72ff840be0ee531,"เทสดีเตรียมเอฟ ลดสูงสุด 40 โค้ดลดเพิ่มสูงสุด 2,000.- ผ่อน 0","เทสดีเตรียมเอฟ ลดสูงสุด 40 โค้ดลดเพิ่มสูงสุด 2,000.- ผ่อน 0",59
784f2f4a899714c8458db79694ebeee3,kbank 25,kbank 25,8
a1ac349c6acaf0f7121f15e5f317393e,nac2025 เจาะลึกทกเทรนด์ ai ทิคุณไม่ควรพลาด ลงทะเบียน,nac2025 เจาะลึกทกเทรนด์ ai ทิคุณไม่ควรพลาด ลงทะเบียน,52
e2b1c345fccea71cc5124dec4549ac01,,empty_record,0
c01f028464716a081efd778923490896,innovate with ai build tech driven businesses,innovate with ai build tech driven businesses,45
f183ce893923a240db191b49bb134893,"aisalllane 2,990 3,000","aisalllane 2,990 3,000",22
39824b2fa995390ef32151677fd7821b,10 40 sustaining innovat -,10 40 sustaining innovat -,26
0812ecb2aaab464a86dc9bc2f714c803,"พลาดอีกที รอปีหน้า คอร์ส dev ลด 888b javascript., react., flutter., golang","พลาดอีกที รอปีหน้า คอร์ส dev ลด 888b javascript., react., flutter., golang",74
0677ef618aaf6da8ee19b2eacc567126,levrs . ลด15 ลด 20 เอพาะกีร้าน levis,levrs . ลด15 ลด 20 เอพาะกีร้าน levis,36
7299b663093daf5c3b09fa61a498732b,เปีดรับสมัครรอบ2,เปีดรับสมัครรอบ2,16
1712d2643802fd3d447e7f1c516773d9,อยู่ระดับไหน,อยู่ระดับไหน,12
227b2c7e58b7b490c0e6dc6b3a51578d,เรียน 1 วัน 88 บาท วิชา dev ที่มหาลัยมักไม่สอน api system design clean code,เรียน 1 วัน 88 บาท วิชา dev ที่มหาลัยมักไม่สอน api system design clean code,75
06ecf53576420b1f6a7449bbfc2674ce,สุดปัง กระจางใส,สุดปัง กระจางใส,15
bb6ebb3b03254c85ff1a007883992c8d,looking for postgraduate studyin the uk global scholarships available at newcastle university check your eligibility now,looking for postgraduate studyin the uk global scholarships available at newcastle university check your eligibility now,120
d7a46a85cc0c0b117a0a3dfc15dc0b0a,"roadmapเริมต้นเป็น data analyst แบบเข้าใจง่าย 3,390 บาn","roadmapเริมต้นเป็น data analyst แบบเข้าใจง่าย 3,390 บาn",55
7fdf6c683880846e4aad0a9f6e54ab4a,visionary product launch ลงทะเบียนเข้ารวมงานฟรี,visionary product launch ลงทะเบียนเข้ารวมงานฟรี,47
54d523bb1da67078bac22279ec0e6a7f,คอร์ส 88 บาท ใบเซอร์ python ux ui,คอร์ส 88 บาท ใบเซอร์ python ux ui,33
a8f9b4478c69504999b8ecfe1647cff9,intel,intel,5
096f55e2b10d803c4051c9e631a0e233,,empty_record,0
440279180ec17a66c6aa2a4812771756,compete for cash prizes from,compete for cash prizes from,28
7aeeb3162d041499e26caa09f5b5d0a6,namthip tops 134 ส่งฟรี ซื้อน้ำทิพย์ ครบ 10 แพ็ค ใบเสร็จ e coupon,namthip tops 134 ส่งฟรี ซื้อน้ำทิพย์ ครบ 10 แพ็ค ใบเสร็จ e coupon,65
b0b7546d80b81b630f9f712054223924,"แป.โท ออนไลน์""","แป.โท ออนไลน์""",14
b32a0090e524f96283c0cff51b99eaef,. statsics and data science,. statsics and data science,27
639786c71dcc5f3be5ab9b868ffb4299,learn web development js 5,learn web development js 5,26
32d4b78f0daa27960b06a17c0d195d5c,cre โปรพิเศษ ส่าหรับคน ลาดพร้าว,cre โปรพิเศษ ส่าหรับคน ลาดพร้าว,31
6d81be7769b02afa6994866e4e90e051,"หาเที่ยอบินราคาถูก กรุงเทพฯ เชียงไหม่ ,8305 เชียงใหม่ b310 trip com","หาเที่ยอบินราคาถูก กรุงเทพฯ เชียงไหม่ ,8305 เชียงใหม่ b310 trip com",67
6f37a99538853837ac9dd42c835f7e44,กรุงเทพฯ เบียงไหม่ b305 กรุงเทพฯ b305 กรุงเทพฯ b305 อุดรธานี กรุงเทพฯ เชียงราย กรุงเทพฯ b305 หาดีลตั๋วเครื่องบินแสนถูกด้วยแอป trip.com ภูเก๊ต,กรุงเทพฯ เบียงไหม่ b305 กรุงเทพฯ b305 กรุงเทพฯ b305 อุดรธานี กรุงเทพฯ เชียงราย กรุงเทพฯ b305 หาดีลตั๋วเครื่องบินแสนถูกด้วยแอป trip.com ภูเก๊ต,141
5d173a39f1d18b6a5d4896d329a7331d,เมืองานหล่นทับ มีเก้าอี้ซัพพอร์ตสรีระหรือยัง 50,เมืองานหล่นทับ มีเก้าอี้ซัพพอร์ตสรีระหรือยัง 50,47
cbbcf4f33d24ac05982399bb8a3b96f3,think youre than most theres only one way to know.,think youre than most theres only one way to know.,50
2b7300293818549afa30136dff142584,master degree พี่ขวัญ,master degree พี่ขวัญ,21
699166741bbf55f5f4bd4343dcc3620e,595 จาก 7oo,595 จาก 7oo,11
c5156da7de0acda4374165d8342a2592,si uk มาแล้ว ทุน great scholarship aoo ood,si uk มาแล้ว ทุน great scholarship aoo ood,42
6e16d3f6a4ad3d06919c6243c5718eb0,,empty_record,0
994bdfbfd871fde74fb469e624752e92,เที่ยวเกาะล้าน 3วัน2คืน,เที่ยวเกาะล้าน 3วัน2คืน,23
e5a836a0356dc3b5949c00eb9ddb2c08,,empty_record,0
62d04bf55fa25c0b1e4976346030997c,spring sale,spring sale,11
f000a0f5e71a56d81262fe8bab8b2b5a,cstu,cstu,4
ca7337f25230b8c60291929edd36682e,คณะสกิติประยุกต์นิดา รับสมัคธนักศึกษา ระดับปริญญาโท ภาคพิเศษประจากาศการศึกษาที 1 2568,คณะสกิติประยุกต์นิดา รับสมัคธนักศึกษา ระดับปริญญาโท ภาคพิเศษประจากาศการศึกษาที 1 2568,85
38841c5dfa097c6d49d4ef0a4cdbb92e,ชิงบัตรคอนเสิร์ต,ชิงบัตรคอนเสิร์ต,16
